GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2019-12-19,21900418,1610612759,1610612751,2019,1610612759,118,0.448,0.826,0.394,26,47,1610612751,105,0.422,0.933,0.194,16,47,1
2019-12-19,21900419,1610612746,1610612745,2019,1610612746,117,0.5,0.789,0.432,23,38,1610612745,122,0.5,0.759,0.378,23,43,0
2019-12-18,21900407,1610612739,1610612766,2019,1610612739,100,0.541,0.765,0.269,25,48,1610612766,98,0.407,0.611,0.351,25,35,1
2019-12-18,21900408,1610612765,1610612761,2019,1610612765,99,0.448,0.682,0.171,19,48,1610612761,112,0.429,0.875,0.371,27,47,0
2019-12-18,21900409,1610612764,1610612741,2019,1610612764,109,0.358,0.844,0.311,21,55,1610612741,110,0.402,0.875,0.297,25,53,0
2019-12-18,21900410,1610612755,1610612748,2019,1610612755,104,0.422,0.889,0.308,24,41,1610612748,108,0.471,0.8,0.387,26,47,0
2019-12-18,21900411,1610612750,1610612740,2019,1610612750,99,0.379,0.63,0.256,20,43,1610612740,107,0.442,0.81,0.424,23,55,0
2019-12-18,21900412,1610612760,1610612763,2019,1610612760,126,0.548,0.794,0.292,25,35,1610612763,122,0.505,0.8,0.385,27,47,1
2019-12-18,21900414,1610612743,1610612753,2019,1610612743,113,0.476,0.88,0.407,28,52,1610612753,104,0.425,0.905,0.379,25,35,1
2019-12-18,21900413,1610612742,1610612738,2019,1610612742,103,0.391,0.8,0.349,23,42,1610612738,109,0.407,0.9,0.316,13,54,0
2019-12-18,21900415,1610612757,1610612744,2019,1610612757,122,0.454,0.893,0.29,19,57,1610612744,112,0.398,0.609,0.421,24,50,1
2019-12-17,21900401,1610612766,1610612758,2019,1610612766,110,0.481,0.704,0.433,26,51,1610612758,102,0.418,0.923,0.359,23,33,1
2019-12-17,21900402,1610612754,1610612747,2019,1610612754,105,0.482,0.65,0.4,22,43,1610612747,102,0.473,0.471,0.258,28,42,1
2019-12-17,21900403,1610612752,1610612737,2019,1610612752,143,0.558,0.774,0.464,30,55,1610612737,120,0.455,0.75,0.349,20,36,1
2019-12-17,21900404,1610612740,1610612751,2019,1610612740,101,0.346,0.667,0.275,20,58,1610612751,108,0.417,0.739,0.282,25,54,0
2019-12-17,21900405,1610612762,1610612753,2019,1610612762,109,0.467,0.625,0.417,27,58,1610612753,102,0.452,0.733,0.2,21,41,1
2019-12-17,21900406,1610612746,1610612756,2019,1610612746,120,0.506,0.727,0.438,23,44,1610612756,99,0.402,0.7,0.286,30,50,1
2019-12-16,21900394,1610612765,1610612764,2019,1610612765,119,0.477,0.706,0.333,29,36,1610612764,133,0.557,0.81,0.529,31,35,0
2019-12-16,21900395,1610612761,1610612739,2019,1610612761,133,0.584,0.765,0.5,31,41,1610612739,113,0.489,0.765,0.343,30,39,1
